,1_star_ratings,2_star_ratings,3_star_ratings,4_star_ratings,5_star_ratings,total_ratings,avg_ratings
singstar amped (stand alone) - playstation 2,0,0,0,0,3,3,5.0
nyko power cord for ps3 (9 feet),0,0,1,0,2,3,4.333333333333333
air conflicts - pc,1,0,1,0,1,3,3.0
dualshock 4 wireless controller for playstation 4 - gold [import],0,0,0,0,3,3,5.0
xbox one 500gb console - the lego movie videogame bundle,2,0,1,0,0,3,1.6666666666666667
two pack nintendo nes extension cables ( not compatible with nes classic edition ),0,0,0,0,3,3,5.0
guild wars 2: heart of thorns deluxe edition [online game code],1,0,0,1,1,3,3.3333333333333335
powera charging station with elite door for xbox one- black,1,0,0,1,1,3,3.3333333333333335
plants vs. zombies garden warfare 2 - xbox one digital code,0,0,0,0,3,3,5.0
carrier strike force: expansion for microsoft flight simulator x and fs 2004,0,0,0,0,3,3,5.0
shadow the hedgehog - xbox,1,0,1,0,1,3,3.0
midway arcade treasures 3 - playstation 2,0,0,1,1,1,3,4.0
psp playgear amp,0,0,1,1,1,3,4.0
xbox 360 wireless halo 3 headset,0,0,0,0,3,3,5.0
simcity 2000 special edition - pc,0,0,1,2,0,3,3.6666666666666665
"nyko charge block duo -2 port controller charging station with 2 rechargeable batteries, covers and included micro-usb/ac power cord for xbox one",0,0,0,1,2,3,4.666666666666667
sony ps2 memory card - red - 8mb,0,1,0,1,1,3,3.6666666666666665
just dance 2017 - wii u,1,0,0,0,2,3,3.6666666666666665
just dance 2017 - xbox 360,0,0,1,1,1,3,4.0
dungeon siege ii deluxe,0,1,1,1,0,3,3.0
insaniquarium - pc,0,0,0,1,2,3,4.666666666666667
the warriors - sony psp,0,0,0,0,3,3,5.0
ps4 usb hub 5 port usb 3.0 2.0 high speed expansion hub charger controller adapter connector for sony playstation 4 ps4 gaming console [playstation 4],1,0,0,0,2,3,3.6666666666666665
the witcher 3: wild hunt - hearts of stone - playstation 4 [digital code],0,1,0,0,2,3,4.0
nascar sim racing - pc,1,0,1,1,0,3,2.6666666666666665
age of conan: hyborian adventures collector's edition - pc,1,0,2,0,0,3,2.3333333333333335
psp umd tower,0,0,0,1,2,3,4.666666666666667
retro atari classics nds,0,0,0,3,0,3,4.0
star wars: battlefront & steelbook (amazon exclusive) - xbox one,1,0,0,1,1,3,3.3333333333333335
sims 2 - xbox,0,0,0,2,1,3,4.333333333333333
halo 5: guardians - digital deluxe edition - xbox one digital code,1,0,0,0,2,3,3.6666666666666665
the legend of zela video game the legend of zela experience the challenge of endless aventure (nes nitendo 8-bit vieo game cartridge),0,0,0,0,3,3,5.0
component av cable for nintendo wii to hdtv (bulk packaging),0,0,0,0,3,3,5.0
sims 2 - gamecube,0,0,0,0,3,3,5.0
powera charging stand for xbox one - black,1,0,0,1,1,3,3.3333333333333335
gamilys 512mb memory card compatible for wii  gamecube,0,0,0,0,3,3,5.0
rollercoaster tycoon 3: gold compilation pack - pc,0,0,0,1,2,3,4.666666666666667
ncaa football 07 - playstation 2,0,0,1,2,0,3,3.6666666666666665
game of life - pc,0,1,0,2,0,3,3.3333333333333335
civilization iv - mac,0,1,1,1,0,3,3.0
18 wheels of steel: haulin' - pc,0,0,0,0,3,3,5.0
world of warcraft (battle chest box) - pc/mac [digital code] [online game code],1,0,0,0,2,3,3.6666666666666665
guilty gear xx accent core - nintendo wii,0,0,0,1,2,3,4.666666666666667
rayman raving rabbids - xbox 360,0,0,0,2,1,3,4.333333333333333
xbox 360 fighting stick ex 2,0,1,1,0,1,3,3.3333333333333335
yo-kai watch 2: bony spirits - nintendo 3ds,0,0,0,0,3,3,5.0
amiibo shizue [winter clothes (animal crossing series),0,0,0,0,3,3,5.0
sid meier’s civilization vi [online game code],1,0,1,0,1,3,3.0
viva pinata,0,0,1,2,0,3,3.6666666666666665
richen plastic hard skin case cover protector shell for nintendo new 3ds xl ll( kittens),0,0,0,0,3,3,5.0
blueloong ps3 controller wireless double shock 2 pack,1,0,0,0,2,3,3.6666666666666665
blazing angels 2 secret missions of ww ii - pc,1,0,0,1,1,3,3.3333333333333335
sid meiers civilization iv: complete [uk import],0,0,0,0,3,3,5.0
dead or alive xtreme 3 venus (chinese & english subs) for playstation vita [ps vita],0,0,0,1,2,3,4.666666666666667
sudoku mania - nintendo ds,1,0,0,1,1,3,3.3333333333333335
sega bass fishing,0,0,0,0,3,3,5.0
yourself fitness,0,0,0,1,2,3,4.666666666666667
xbox 360 rock band wireless guitar,0,2,0,1,0,3,2.6666666666666665
8bitdo retro receiver - nes,1,0,0,0,2,3,3.6666666666666665
mad catz street fighter v fightpad pro for playstation4 and playstation3 - white,1,0,1,0,1,3,3.0
fire emblem fates: birthright - 3ds [digital code],0,0,0,1,2,3,4.666666666666667
singstar pop bundle (with 2 microphones),0,0,0,1,2,3,4.666666666666667
atv offroad fury pro - sony psp,0,0,0,2,1,3,4.333333333333333
madagascar - gamecube,0,0,1,0,2,3,4.333333333333333
rocket knight adventures,0,0,0,0,3,3,5.0
adjustr volume and mic mute control for ps4,0,0,0,0,3,3,5.0
total annihilation - pc,0,0,0,1,2,3,4.666666666666667
just cause 3 - xbox one digital code,1,0,0,0,2,3,3.6666666666666665
go diego go: safari rescue - nintendo ds,0,0,0,0,3,3,5.0
"3 in 1 ac adaptor - nintendo, super nintendo, genesis",0,0,2,1,0,3,3.3333333333333335
new nintendo 3ds xl hyrule edition,0,0,0,0,3,3,5.0
taiko drum master - playstation 2,0,0,0,3,0,3,4.0
age of empires iii: the warchiefs expansion pack,0,0,1,1,1,3,4.0
pdp legendary collection sound of justice true wireless headset for playstation 4,0,0,0,0,3,3,5.0
ps2 16 meg max memory card,0,0,1,0,2,3,4.333333333333333
nintendo ds (nds) replacement battery,0,0,0,0,3,3,5.0
komodo nintendo gamecube av audio / video/ svideo cable,0,0,0,0,3,3,5.0
puzzle games sudoku edition - nintendo ds,0,0,0,0,3,3,5.0
game boy micro - 20th anniversary edition - game boy advance,0,0,0,0,3,3,5.0
for honor: gold edition (includes extra content + season pass subscription) - xbox one,1,0,0,2,0,3,3.0
astro gaming mixamp pro tr for ps4 - black - playstation 4,0,0,0,1,2,3,4.666666666666667
naruto: clash of ninja,0,0,1,0,2,3,4.333333333333333
ncaa march madness 07 - xbox 360,1,1,0,0,1,3,2.6666666666666665
crash of the titans - playstation 2,1,0,1,0,1,3,3.0
american sniper [download],1,2,0,0,0,3,1.6666666666666667
hori pikachu hard pouch for new nintendo 3ds xl officially licensed by nintendo & pokemon,0,0,0,0,3,3,5.0
hori pokemon ultra sun & ultra moon hard pouch for new nintendo 3ds xl and new nintendo 2ds xl,0,0,0,0,3,3,5.0
driver: parallel lines - nintendo wii,1,0,1,1,0,3,2.6666666666666665
fifa 17 - xbox one,0,0,0,0,3,3,5.0
xbox 360 elite cooling station,0,0,0,1,2,3,4.666666666666667
spellforce 2 - pc,2,0,0,0,1,3,2.3333333333333335
the legend of zelda - 3ds [digital code],0,0,0,0,3,3,5.0
tomee new 3ds xl crystal case with 2 stylus bundle (clear) - nintendo 3ds,0,0,0,1,2,3,4.666666666666667
collective minds xbox one strike pack,0,0,1,1,1,3,4.0
xbox one 1 tb console - ea sports fifa 16 bundle,1,0,0,1,1,3,3.3333333333333335
medieval: total war gold edition - pc,1,0,0,0,2,3,3.6666666666666665
worms: a space oddity - nintendo wii,0,0,1,2,0,3,3.6666666666666665
"talismoon whisper fan for xbox 360, in blue",0,0,1,1,1,3,4.0
justice league heroes - sony psp,0,0,0,2,1,3,4.333333333333333
pacific fighters - pc,0,0,0,1,2,3,4.666666666666667
eastvita®component av cable for nintendo wii to hdtv,0,0,1,0,2,3,4.333333333333333
total war: warhammer [online game code],1,0,0,0,2,3,3.6666666666666665
astro gaming a50 wireless dolby gaming headset - black/blue - playstation 4 + pc,1,0,1,0,1,3,3.0
astro gaming mixamp pro tr for xbox one - white,0,0,1,1,1,3,4.0
gundam breaker (for stockpile),0,0,0,0,3,3,5.0
amiibo link (super smash bros. series),0,0,0,0,3,3,5.0
luxor 5th passage [download],1,1,0,0,1,3,2.6666666666666665
mcbazel rca toslink optical audio cable adapter for xbox 360 & xbox 360 slim,0,0,0,0,3,3,5.0
mahjong cub3d - nintendo 3ds,0,0,1,0,2,3,4.333333333333333
playstation portable limited edition mlb 11 & gran turismo entertainment pack,0,0,0,0,3,3,5.0
playstation 3 ek-3000 stereo gamer headset,0,0,1,0,2,3,4.333333333333333
letters from nowhere 2 [download],0,0,1,0,2,3,4.333333333333333
nyko charge base 3 for ps3,0,0,0,0,3,3,5.0
minute to win it (kinect) - xbox 360,0,0,0,1,2,3,4.666666666666667
letters from nowhere [download],0,0,1,2,0,3,3.6666666666666665
"turtle beach - ear force p12 amplified stereo gaming headset - ps4, ps vita, and mobile devices",0,0,0,1,2,3,4.666666666666667
e-mods gaming® 2x red analog thumbsticks joysticks for xbox one controller,0,0,0,0,3,3,5.0
retro-bit super retrotrio - console - nes/snes/genesis - 3-in-1 system - silver/black,1,0,0,0,2,3,3.6666666666666665
"astro gaming - a40 audio system, white - xbox 360 [2013 model]",1,0,0,0,2,3,3.6666666666666665
transformers: dark of the moon - xbox 360,0,1,1,0,1,3,3.3333333333333335
e-mods gaming® custom metal gold analog thumb stick for xbox one controller,0,0,0,1,2,3,4.666666666666667
women's murder club: little black lies [download],0,0,1,1,1,3,4.0
"hisonders metal magnetic thumbsticks base, joysticks, grip holder replacement for xbox one elite/ xbox one controllers/ xbox one s controller/ ps4 controller",0,0,1,0,2,3,4.333333333333333
nintendo 3ds car charger,0,0,0,1,2,3,4.666666666666667
the sims 3 outdoor living stuff - expansion  [download],0,0,1,0,2,3,4.333333333333333
nancy drew: the haunted carousel,0,0,1,2,0,3,3.6666666666666665
nintendo 3ds protector,0,1,0,1,1,3,3.6666666666666665
pet zombies,0,0,1,1,1,3,4.0
call of duty: advanced warfare - pc [online game code],0,0,1,2,0,3,3.6666666666666665
nhl 15 - xbox 360,0,1,0,1,1,3,3.6666666666666665
2x 6ft usb charger cable cord for sony ps3 controller,0,0,0,1,2,3,4.666666666666667
new gamecube replacement analog cap yellow replaces worn out analog cap on gamecube controller,0,0,1,2,0,3,3.6666666666666665
the curse of silent marshes [download],0,0,2,0,1,3,3.6666666666666665
campfire legends - the babysitter [download],0,0,1,1,1,3,4.0
xbox 360 e 250gb spring value bundle,0,0,0,0,3,3,5.0
xbox 360 hardware repair kit 1 complete screw washer set for x-clamp replacement with xbrdepot stars 900 thermal compound & complimentary deluxe instructional e-manual,0,0,0,2,1,3,4.333333333333333
j stars victory vs,0,1,0,0,2,3,4.0
fall of the new age [download],0,0,0,2,1,3,4.333333333333333
air flo controller for xbox 360 - wired,0,0,0,1,2,3,4.666666666666667
"skque® silicone thumb stick grip cap cover for sony playstation 4 controller, black",0,0,1,0,2,3,4.333333333333333
tv clip for xb one kinect 2.0,1,0,0,0,2,3,3.6666666666666665
2x wired controller usb breakaway cable cord for microsoft xbox 360,0,0,0,0,3,3,5.0
"pritect sensor cover for xbox 360 and windows kinect - privacy, protection, dust",0,0,0,0,3,3,5.0
nba 2k12 (covers may vary),2,0,0,0,1,3,2.3333333333333335
snark busters: all revved up [mac download],0,0,0,0,3,3,5.0
power rangers samurai xbox 360,0,1,0,0,2,3,4.0
power rangers samurai - nintendo wii,0,0,0,0,3,3,5.0
retro link gamecube style usb wired controller,0,0,0,1,2,3,4.666666666666667
powera usb charging cable for playstation 4,0,0,0,1,2,3,4.666666666666667
high heat major league baseball 2003,0,1,1,1,0,3,3.0
christmas stories nutcracker collector's edition hidden object bonus game,0,0,1,0,2,3,4.333333333333333
might & magic heroes collection,0,0,2,0,1,3,3.6666666666666665
farming simulator '14 - playstation vita,0,0,1,1,1,3,4.0
skylanders battlegrounds: mobile starter pack - ios,0,0,1,0,2,3,4.333333333333333
tecmo super bowl,0,0,0,0,3,3,5.0
sid meier's civilization v: the complete edition [online game code],2,0,0,0,1,3,2.3333333333333335
xbox 360 4gb with kinect holiday value bundle (amazon exclusive bonus value),0,0,0,0,3,3,5.0
castlevania: lords of shadow 2 [online game code],0,1,0,1,1,3,3.6666666666666665
xblaze code:embryo - playstation vita,0,0,0,2,1,3,4.333333333333333
xbox one stereo headset,0,0,1,2,0,3,3.6666666666666665
cronus cross-over gaming device,0,1,0,0,2,3,4.0
2 pcs playstation 4 ps4 usb charging charger 5' feet cables cord ps4 dualshock 4 playstation 4 controller [playstation 4] …,1,0,0,0,2,3,3.6666666666666665
big fish: dark parables 4: the final cinderella with bonus - pc,0,0,1,1,1,3,4.0
pro evolution soccer 2015 - xbox one,0,0,1,0,2,3,4.333333333333333
hidden mysteries: salem secrets,0,2,0,1,0,3,2.6666666666666665
nintendo 64 wired controller,0,0,1,0,2,3,4.333333333333333
hde headset for xbox 360 consoles and live service headphones with microphone for game chat compatible with wireless controllers,0,0,1,1,1,3,4.0
spider-man: shattered dimensions - nintendo ds,0,0,0,0,3,3,5.0
martian panic - nintendo wii,0,0,0,0,3,3,5.0
fps freek cqc performance thumbsticks for playstation 4 controller (ps4),0,0,0,0,3,3,5.0
cronusmax (new version),2,0,1,0,0,3,1.6666666666666667
eforcity® rca audio cable adapter compatible with xbox 360 + slim,0,0,0,1,2,3,4.666666666666667
silent hunter 5: battle of the atlantic gold edition  [download],0,1,0,0,2,3,4.0
nintendo dsi - crystal case plus xl,0,0,1,1,1,3,4.0
pure hidden - pc,0,0,0,1,2,3,4.666666666666667
xbox 360 composite audio/video cable,0,0,0,0,3,3,5.0
rocky,0,1,0,0,2,3,4.0
rhem 4 - pc,1,0,0,1,1,3,3.3333333333333335
wii energizer flat panel 2x induction charger,0,0,0,0,3,3,5.0
command and conquer generals deluxe edition (uk),0,0,0,1,2,3,4.666666666666667
the sims 3 late night - expansion pack [online game code],0,0,0,1,2,3,4.666666666666667
hello kitty party,0,0,0,2,1,3,4.333333333333333
shining force ii,0,0,0,0,3,3,5.0
tritton triax-180 ax 180 stereo gaming headset for xbox 360 and playtation 3,1,0,0,1,1,3,3.3333333333333335
ttx snes - controller - wired - super famicom style - grey - retail packaging,0,0,0,1,2,3,4.666666666666667
where the wild things are - nintendo wii,0,1,1,0,1,3,3.3333333333333335
gamilys replacement ac power adapter for the nintendo gamecube system,0,0,0,0,3,3,5.0
double play: jewel quest 2 and 3 [download],1,0,1,0,1,3,3.0
tekken 6 limited edition wireless fight stick bundle - playstation 3,0,0,1,0,2,3,4.333333333333333
jillian michaels fitness ultimatum 2010 - nintendo wii,0,0,1,0,2,3,4.333333333333333
"star wars: the old republic - 14,500 cartel coins + exclusive item [online game code]",0,0,0,0,3,3,5.0
karaoke revolution bundle - nintendo wii,0,0,0,1,2,3,4.666666666666667
skullcandy slyr xbox one - black/green,0,0,0,1,2,3,4.666666666666667
afterglow aw.1 remote for wii - green,0,1,1,0,1,3,3.3333333333333335
theatre of the absurd: a scarlet frost mystery [download],0,0,0,1,2,3,4.666666666666667
dragon ball z: tenkaichi tag team - sony psp,0,1,0,1,1,3,3.6666666666666665
xbox 360 energizer power and play charging system - black,1,0,0,1,1,3,3.3333333333333335
ride'em low - free demo [download],0,1,0,1,1,3,3.6666666666666665
barbie groom and glam pup - nintendo ds,0,0,0,1,2,3,4.666666666666667
tomee av cable for gamecube/ n64/ snes,1,0,0,0,2,3,3.6666666666666665
zettaguard dual charging station - white - nintendo wii,0,0,0,0,3,3,5.0
insten clear crystal case compatible with sony psp,0,1,0,0,2,3,4.0
freespace 2: sci-fi sim of the year,0,0,0,1,2,3,4.666666666666667
women's murder club: twice in a blue moon [download],0,0,1,2,0,3,3.6666666666666665
nora roberts vision in white [download],0,0,0,2,1,3,4.333333333333333
cake mania: main street - nintendo ds,0,1,0,0,2,3,4.0
vampire moon: mystery of the hidden sun - nintendo ds,0,1,0,2,0,3,3.3333333333333335
nes retro entertainment system - white/red,0,0,0,2,1,3,4.333333333333333
xbox 360 rechargeable controller battery pack pink 2 pack,0,0,1,0,2,3,4.333333333333333
close combat 4: the battle of the bulge - pc,0,1,1,1,0,3,3.0
nhl slapshot bundle - nintendo wii,0,0,0,3,0,3,4.0
disney infinity: marvel super heroes (2.0 edition) video game starter pack - xbox one,0,1,1,1,0,3,3.0
megamind - the blue defender - nintendo ds,0,0,0,2,1,3,4.333333333333333
de blob 2 - xbox 360,1,0,0,0,2,3,3.6666666666666665
rock band 3 wireless keyboard for wii and wiiu,0,0,0,1,2,3,4.666666666666667
sesame street: cookie's counting carnival - nintendo wii,0,0,0,3,0,3,4.0
dj hero 2 software - xbox 360 (stand-alone software),0,0,0,2,1,3,4.333333333333333
cta digital wii sports resort 8-in-1 sports pack (black),0,0,0,1,2,3,4.666666666666667
wwe smackdown vs. raw 2011 - sony psp,0,0,0,0,3,3,5.0
luxor adventures [download],0,0,0,1,2,3,4.666666666666667
metropolismania,0,0,0,0,3,3,5.0
the tomorrow war demo [download],1,0,0,1,1,3,3.3333333333333335
street fighter ex 2 plus,0,0,0,0,3,3,5.0
fallout 3 [online game code],0,0,0,1,2,3,4.666666666666667
astro gaming a50 xbox one - black (2014 model),0,0,0,2,1,3,4.333333333333333
skylanders giants single character pack core hot dog,0,0,0,1,2,3,4.666666666666667
hde av cable for sega saturn gold plated replacement audio and video cable cord tv connector (6 foot),0,0,0,0,3,3,5.0
pro controller u for wii and wii u - white,1,0,1,1,0,3,2.6666666666666665
wii u microphone,1,0,0,1,1,3,3.3333333333333335
power jack socket dock connector charger charging port nintendo 3ds replacement,0,0,0,0,3,3,5.0
hde controller adapter playstation 2 to usb for sony playstation 3 and pc converter cable for use with dualshock 2 ps2 wired controllers,0,0,1,1,1,3,4.0
command and conquer the ultimate collection,1,0,0,1,1,3,3.3333333333333335
star trek: armada 2 (jewel case) - pc,0,0,0,2,1,3,4.333333333333333
i am alive [download],0,2,1,0,0,3,2.3333333333333335
mortal kombat arcade kollection [download],0,0,1,1,1,3,4.0
namco museum vol. 1 (playstation),0,0,0,2,1,3,4.333333333333333
power a skylanders carry & display case,0,0,0,0,3,3,5.0
insten 1 set top/ bottom lcd screen protector compatible with nintendo new 3ds xl / new 3ds ll / 3ds xl / 3ds ll,0,0,0,1,2,3,4.666666666666667
la noire - complete edition [download],0,2,0,0,1,3,3.0
tom clancy's ghost recon future soldier - deluxe edition [online game code],1,1,0,0,1,3,2.6666666666666665
nintendo 3ds ll charging stand,0,0,0,0,3,3,5.0
finding nemo: escape to the big blue special edition - nintendo 3ds,0,0,0,1,2,3,4.666666666666667
monster high: skultimate roller maze - nintendo wii,0,0,1,1,1,3,4.0
barbie dreamhouse party - nintendo wii u,0,1,0,1,1,3,3.6666666666666665
zumba fitness world party - xbox 360,0,0,1,0,2,3,4.333333333333333
pdp battlefield 4 wired controller - xbox 360,1,0,0,1,1,3,3.3333333333333335
rise of the guardians: the video game - nintendo ds,0,0,0,0,3,3,5.0
moshi monsters moshlings theme park - nintendo 3ds,0,0,0,0,3,3,5.0
ps3 fighting stick mini 3,0,0,0,1,2,3,4.666666666666667
frogger's adventures: temple of the frog,0,0,1,1,1,3,4.0
capcom essentials,0,0,0,2,1,3,4.333333333333333
tom clancy's splinter cell blacklist deluxe edition [download],0,0,0,1,2,3,4.666666666666667
worms world party - pc,0,0,0,0,3,3,5.0
[upgraded version]ultra-comfort white & red wireless bluetooth ps3 controller for the playstation 3 console by avalid,0,0,1,0,2,3,4.333333333333333
2400 g1 credits: apb reloaded [instant access],0,0,1,1,1,3,4.0
sony playstation 3 dualshock 3 controller - black,1,0,0,1,1,3,3.3333333333333335
xbox 360 wireless controller (white),0,0,1,0,2,3,4.333333333333333
donop wireless usb gaming receiverfor xbox 360 controller to pc(white),1,0,0,0,2,3,3.6666666666666665
